"Sample_ID","class","order","family","genus","species","tot"
"COI.0421.1Prt.Up.3","Eutardigrada","Parachela","Ramazzottiidae","Ramazzottius","",36
"COI.0421.1Prt.Up.3","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","",22
"COI.0421.1Prt.Up.3","Hydrozoa","Anthoathecata","Hydridae","Hydra","Hydra viridissima",9
"COI.0421.1Prt.Up.3","Hydrozoa","Anthoathecata","Hydridae","Hydra","Hydra vulgaris",157
"COI.0421.1Prt.Up.3","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma unicolor",85
"COI.0421.1Prt.Up.3","Insecta","Trichoptera","Philopotamidae","Wormaldia","Wormaldia anilla",14
"COI.0421.1Prt.Up.3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana",11
"COI.0421.1Prt.Up.3","Monogononta","Ploima","Brachionidae","Kellicottia","",94
"COI.0421.1Prt.Up.3","Monogononta","Ploima","Brachionidae","Keratella","",17
"COI.0421.1Prt.Up.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",151
"COI.0421.1Prt.Up.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",229
"COI.0421.1Prt.Up.3","Oomycetes","Pythiales","Pythiaceae","Pythium","",15
"COI.0421.2Brn.Dn.1","","","","","",14134
"COI.0421.2Brn.Dn.1","","Himatismenida","Cochliopodiidae","Cochliopodium","",89
"COI.0421.2Brn.Dn.1","","Tricladida","Planariidae","","",26
"COI.0421.2Brn.Dn.1","Actinopteri","Salmoniformes","Salmonidae","","",6
"COI.0421.2Brn.Dn.1","Amphibia","","","","",3
"COI.0421.2Brn.Dn.1","Bacillariophyceae","","","","",228
"COI.0421.2Brn.Dn.1","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",9
"COI.0421.2Brn.Dn.1","Chlorophyceae","Chlamydomonadales","","","",26
"COI.0421.2Brn.Dn.1","Chromadorea","Rhabditida","Aphelenchoididae","","",54
"COI.0421.2Brn.Dn.1","Clitellata","","","","",6
"COI.0421.2Brn.Dn.1","Clitellata","Haplotaxida","","","",16
"COI.0421.2Brn.Dn.1","Clitellata","Haplotaxida","Enchytraeidae","","",4
"COI.0421.2Brn.Dn.1","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","",22
"COI.0421.2Brn.Dn.1","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","",9
"COI.0421.2Brn.Dn.1","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",7
"COI.0421.2Brn.Dn.1","Collembola","","","","",6
"COI.0421.2Brn.Dn.1","Dinophyceae","","","","",19
"COI.0421.2Brn.Dn.1","Florideophyceae","","","","",286
"COI.0421.2Brn.Dn.1","Florideophyceae","Batrachospermales","Batrachospermaceae","","",63
"COI.0421.2Brn.Dn.1","Hydrozoa","Anthoathecata","Hydridae","Hydra","Hydra vulgaris",6
"COI.0421.2Brn.Dn.1","Insecta","","","","",11
"COI.0421.2Brn.Dn.1","Insecta","Coleoptera","Staphylinidae","Pelecomalium","Pelecomalium testaceum",3
"COI.0421.2Brn.Dn.1","Insecta","Ephemeroptera","","","",7
"COI.0421.2Brn.Dn.1","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","",3
"COI.0421.2Brn.Dn.1","Insecta","Lepidoptera","Noctuidae","Abagrotis","Abagrotis baueri",4
"COI.0421.2Brn.Dn.1","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia albangulana",10
"COI.0421.2Brn.Dn.1","Insecta","Plecoptera","","","",4
"COI.0421.2Brn.Dn.1","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",30
"COI.0421.2Brn.Dn.1","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",25
"COI.0421.2Brn.Dn.1","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma cascadense",4
"COI.0421.2Brn.Dn.1","Insecta","Trichoptera","Philopotamidae","Wormaldia","Wormaldia anilla",3
"COI.0421.2Brn.Dn.1","Insecta","Trichoptera","Uenoidae","Neophylax","",3
"COI.0421.2Brn.Dn.1","Oomycetes","","","","",17
"COI.0421.2Brn.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","",38
"COI.0421.2Brn.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",292
"COI.0421.2Brn.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",17
"COI.0421.2Brn.Dn.2","","","","","",13394
"COI.0421.2Brn.Dn.2","","Himatismenida","Cochliopodiidae","Cochliopodium","",80
"COI.0421.2Brn.Dn.2","","Tricladida","Planariidae","","",22
"COI.0421.2Brn.Dn.2","Amphibia","","","","",6
"COI.0421.2Brn.Dn.2","Bacillariophyceae","","","","",232
"COI.0421.2Brn.Dn.2","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",17
"COI.0421.2Brn.Dn.2","Chlorophyceae","Chlamydomonadales","","","",101
"COI.0421.2Brn.Dn.2","Clitellata","Haplotaxida","","","",13
"COI.0421.2Brn.Dn.2","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","",22
"COI.0421.2Brn.Dn.2","Clitellata","Haplotaxida","Lumbricidae","Octolasion","",16
"COI.0421.2Brn.Dn.2","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","",6
"COI.0421.2Brn.Dn.2","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",9
"COI.0421.2Brn.Dn.2","Dinophyceae","","","","",11
"COI.0421.2Brn.Dn.2","Florideophyceae","","","","",453
"COI.0421.2Brn.Dn.2","Florideophyceae","Batrachospermales","Batrachospermaceae","","",65
"COI.0421.2Brn.Dn.2","Insecta","","","","",8
"COI.0421.2Brn.Dn.2","Insecta","Diptera","Chironomidae","Micropsectra","",34
"COI.0421.2Brn.Dn.2","Insecta","Diptera","Tipulidae","","",9
"COI.0421.2Brn.Dn.2","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia goedartella",5
"COI.0421.2Brn.Dn.2","Insecta","Lepidoptera","Geometridae","Eupithecia","",8
"COI.0421.2Brn.Dn.2","Insecta","Plecoptera","","","",5
"COI.0421.2Brn.Dn.2","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",18
"COI.0421.2Brn.Dn.2","Insecta","Trichoptera","Brachycentridae","Micrasema","",4
"COI.0421.2Brn.Dn.2","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",13
"COI.0421.2Brn.Dn.2","Insecta","Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes novusamericanus",4
"COI.0421.2Brn.Dn.2","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare",2
"COI.0421.2Brn.Dn.2","Monogononta","Ploima","","","",13
"COI.0421.2Brn.Dn.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",83
"COI.0421.2Brn.Dn.2","Oomycetes","Pythiales","Pythiaceae","","",8
"COI.0421.2Brn.Dn.3","","","","","",14654
"COI.0421.2Brn.Dn.3","","Himatismenida","Cochliopodiidae","Cochliopodium","",50
"COI.0421.2Brn.Dn.3","","Tricladida","Planariidae","","",8
"COI.0421.2Brn.Dn.3","Agaricomycetes","Agaricales","","","",2
"COI.0421.2Brn.Dn.3","Amphibia","","","","",20
"COI.0421.2Brn.Dn.3","Bacillariophyceae","","","","",370
"COI.0421.2Brn.Dn.3","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",23
"COI.0421.2Brn.Dn.3","Bdelloidea","","","","",52
"COI.0421.2Brn.Dn.3","Bdelloidea","Adinetida","Adinetidae","Adineta","",32
"COI.0421.2Brn.Dn.3","Chlorophyceae","Chlamydomonadales","","","",114
"COI.0421.2Brn.Dn.3","Chromadorea","Rhabditida","","","",54
"COI.0421.2Brn.Dn.3","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","",2
"COI.0421.2Brn.Dn.3","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","Aporrectodea caliginosa",29
"COI.0421.2Brn.Dn.3","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","",18
"COI.0421.2Brn.Dn.3","Clitellata","Haplotaxida","Naididae","Rhyacodrilus","",7
"COI.0421.2Brn.Dn.3","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",5
"COI.0421.2Brn.Dn.3","Collembola","Poduromorpha","Neanuridae","","",3
"COI.0421.2Brn.Dn.3","Dinophyceae","","","","",6
"COI.0421.2Brn.Dn.3","Florideophyceae","","","","",209
"COI.0421.2Brn.Dn.3","Florideophyceae","Batrachospermales","Batrachospermaceae","","",36
"COI.0421.2Brn.Dn.3","Insecta","","","","",3
"COI.0421.2Brn.Dn.3","Insecta","Diptera","Simuliidae","","",7
"COI.0421.2Brn.Dn.3","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",28
"COI.0421.2Brn.Dn.3","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",7
"COI.0421.2Brn.Dn.3","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma cascadense",2
"COI.0421.2Brn.Dn.3","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare",5
"COI.0421.2Brn.Dn.3","Monogononta","Ploima","","","",18
"COI.0421.2Brn.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",286
"COI.0421.2Brn.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",17
"COI.0421.2Brn.Up.1","","","","","",31518
"COI.0421.2Brn.Up.1","","Himatismenida","Cochliopodiidae","Cochliopodium","",11
"COI.0421.2Brn.Up.1","","Tricladida","Planariidae","","",4
"COI.0421.2Brn.Up.1","Agaricomycetes","Agaricales","","","",14
"COI.0421.2Brn.Up.1","Bacillariophyceae","","","","",104
"COI.0421.2Brn.Up.1","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",6
"COI.0421.2Brn.Up.1","Bdelloidea","","","","",241
"COI.0421.2Brn.Up.1","Chlorophyceae","Chlamydomonadales","","","",11
"COI.0421.2Brn.Up.1","Chromadorea","Rhabditida","Aphelenchoididae","","",54
"COI.0421.2Brn.Up.1","Clitellata","Haplotaxida","","","",7
"COI.0421.2Brn.Up.1","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","Eiseniella tetraedra",6
"COI.0421.2Brn.Up.1","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","Lumbricus terrestris",14
"COI.0421.2Brn.Up.1","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",3
"COI.0421.2Brn.Up.1","Florideophyceae","","","","",290
"COI.0421.2Brn.Up.1","Florideophyceae","Batrachospermales","Batrachospermaceae","","",9
"COI.0421.2Brn.Up.1","Hexanauplia","","","","",5
"COI.0421.2Brn.Up.1","Insecta","","","","",22
"COI.0421.2Brn.Up.1","Insecta","Diptera","","","",66356
"COI.0421.2Brn.Up.1","Insecta","Plecoptera","Leuctridae","","",9
"COI.0421.2Brn.Up.1","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",28
"COI.0421.2Brn.Up.1","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",6
"COI.0421.2Brn.Up.1","Insecta","Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes novusamericanus",4
"COI.0421.2Brn.Up.1","Monogononta","Ploima","","","",41
"COI.0421.2Brn.Up.1","Oomycetes","","","","",15
"COI.0421.2Brn.Up.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","",16
"COI.0421.2Brn.Up.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",69
"COI.0421.2Brn.Up.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",10
"COI.0421.2Brn.Up.1","Oomycetes","Pythiales","Pythiaceae","","",10
"COI.0421.2Brn.Up.1","Xanthophyceae","","","","",4
"COI.0421.2Brn.Up.2","","","","","",47495
"COI.0421.2Brn.Up.2","","Himatismenida","Cochliopodiidae","Cochliopodium","",41
"COI.0421.2Brn.Up.2","","Tricladida","Planariidae","","",157
"COI.0421.2Brn.Up.2","Agaricomycetes","Agaricales","","","",7
"COI.0421.2Brn.Up.2","Amphibia","","","","",85
"COI.0421.2Brn.Up.2","Bacillariophyceae","","","","",211
"COI.0421.2Brn.Up.2","Bdelloidea","","","","",2685
"COI.0421.2Brn.Up.2","Chlorophyceae","Chlamydomonadales","","","",22
"COI.0421.2Brn.Up.2","Chromadorea","Rhabditida","Aphelenchoididae","","",18
"COI.0421.2Brn.Up.2","Clitellata","","","","",25
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Enchytraeidae","","",4
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","",6
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","Eiseniella tetraedra",5
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","",16
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Lumbricidae","Octolasion","",9
"COI.0421.2Brn.Up.2","Clitellata","Haplotaxida","Lumbricidae","Octolasion","Octolasion cyaneum",17
"COI.0421.2Brn.Up.2","Collembola","","","","",4
"COI.0421.2Brn.Up.2","Collembola","Poduromorpha","Neanuridae","","",2
"COI.0421.2Brn.Up.2","Dinophyceae","","","","",32
"COI.0421.2Brn.Up.2","Florideophyceae","","","","",503
"COI.0421.2Brn.Up.2","Florideophyceae","Batrachospermales","Batrachospermaceae","","",21
"COI.0421.2Brn.Up.2","Hexanauplia","","","","",100
"COI.0421.2Brn.Up.2","Insecta","","","","",3
"COI.0421.2Brn.Up.2","Insecta","Diptera","Simuliidae","","",14
"COI.0421.2Brn.Up.2","Insecta","Ephemeroptera","","","",6
"COI.0421.2Brn.Up.2","Insecta","Plecoptera","Leuctridae","","",6
"COI.0421.2Brn.Up.2","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",104
"COI.0421.2Brn.Up.2","Insecta","Trichoptera","Brachycentridae","Micrasema","",2
"COI.0421.2Brn.Up.2","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",6
"COI.0421.2Brn.Up.2","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche elsis",10
"COI.0421.2Brn.Up.2","Insecta","Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes novusamericanus",5
"COI.0421.2Brn.Up.2","Insecta","Trichoptera","Uenoidae","Neophylax","",18
"COI.0421.2Brn.Up.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",303
"COI.0421.2Brn.Up.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",17
"COI.0421.2Brn.Up.2","Oomycetes","Pythiales","Pythiaceae","","",9
"COI.0421.2Brn.Up.3","","","","","",60401
"COI.0421.2Brn.Up.3","","Himatismenida","Cochliopodiidae","Cochliopodium","",43
"COI.0421.2Brn.Up.3","","Tricladida","Planariidae","","",9
"COI.0421.2Brn.Up.3","Aconoidasida","Haemosporida","","","",17
"COI.0421.2Brn.Up.3","Agaricomycetes","Agaricales","","","",3
"COI.0421.2Brn.Up.3","Amphibia","","","","",66
"COI.0421.2Brn.Up.3","Bacillariophyceae","","","","",240
"COI.0421.2Brn.Up.3","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",22
"COI.0421.2Brn.Up.3","Bdelloidea","","","","",1560
"COI.0421.2Brn.Up.3","Bdelloidea","","","Rotaria","",17
"COI.0421.2Brn.Up.3","Chlorophyceae","Chlamydomonadales","","","",95
"COI.0421.2Brn.Up.3","Chromadorea","","","","",19
"COI.0421.2Brn.Up.3","Chromadorea","Rhabditida","Aphelenchoididae","","",42
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","","","",25
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Enchytraeidae","","",12
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","",12
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Lumbricidae","Eiseniella","Eiseniella tetraedra",11
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","",13
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Lumbricidae","Octolasion","",18
"COI.0421.2Brn.Up.3","Clitellata","Haplotaxida","Naididae","","",3
"COI.0421.2Brn.Up.3","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","",6
"COI.0421.2Brn.Up.3","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",12
"COI.0421.2Brn.Up.3","Collembola","","","","",7
"COI.0421.2Brn.Up.3","Dinophyceae","","","","",36
"COI.0421.2Brn.Up.3","Eutardigrada","Parachela","Hypsibiidae","Diphascon","",212
"COI.0421.2Brn.Up.3","Florideophyceae","","","","",589
"COI.0421.2Brn.Up.3","Florideophyceae","Batrachospermales","Batrachospermaceae","","",19
"COI.0421.2Brn.Up.3","Gastropoda","","","","",5
"COI.0421.2Brn.Up.3","Hexanauplia","","","","",13
"COI.0421.2Brn.Up.3","Insecta","","","","",79
"COI.0421.2Brn.Up.3","Insecta","Diptera","Chironomidae","","",4
"COI.0421.2Brn.Up.3","Insecta","Ephemeroptera","","","",5
"COI.0421.2Brn.Up.3","Insecta","Ephemeroptera","Ephemerellidae","","",3
"COI.0421.2Brn.Up.3","Insecta","Plecoptera","","","",20
"COI.0421.2Brn.Up.3","Insecta","Plecoptera","Leuctridae","","",34
"COI.0421.2Brn.Up.3","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",62
"COI.0421.2Brn.Up.3","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche elsis",14
"COI.0421.2Brn.Up.3","Insecta","Trichoptera","Limnephilidae","Chyrandra","",4
"COI.0421.2Brn.Up.3","Insecta","Trichoptera","Limnephilidae","Onocosmoecus","Onocosmoecus unicolor",25
"COI.0421.2Brn.Up.3","Insecta","Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes novusamericanus",13
"COI.0421.2Brn.Up.3","Mammalia","Primates","Hominidae","Homo","",9
"COI.0421.2Brn.Up.3","Monogononta","Ploima","","","",57
"COI.0421.2Brn.Up.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",375
"COI.0421.2Brn.Up.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",15
"COI.0421.3Chk.Dn.1","","","","","",57960
"COI.0421.3Chk.Dn.1","","Himatismenida","Cochliopodiidae","Cochliopodium","",51
"COI.0421.3Chk.Dn.1","Actinopteri","Salmoniformes","Salmonidae","","",26
"COI.0421.3Chk.Dn.1","Agaricomycetes","Agaricales","","","",4
"COI.0421.3Chk.Dn.1","Amphibia","","","","",11
"COI.0421.3Chk.Dn.1","Bacillariophyceae","","","","",809
"COI.0421.3Chk.Dn.1","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",542
"COI.0421.3Chk.Dn.1","Bdelloidea","","","","",282
"COI.0421.3Chk.Dn.1","Chlorophyceae","Chlamydomonadales","","","",650
"COI.0421.3Chk.Dn.1","Clitellata","","","","",28
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","","","",32
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Enchytraeidae","","",8
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Enchytraeidae","Chamaedrilus","",3
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","Aporrectodea caliginosa L3",8
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Lumbricidae","Dendrobaena","Dendrobaena attemsi",3
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Lumbricidae","Dendrodrilus","Dendrodrilus rubidus",16
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Naididae","","",7
"COI.0421.3Chk.Dn.1","Clitellata","Haplotaxida","Naididae","Tubifex","Tubifex tubifex",4
"COI.0421.3Chk.Dn.1","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",26
"COI.0421.3Chk.Dn.1","Collembola","","","","",12
"COI.0421.3Chk.Dn.1","Conoidasida","Eucoccidiorida","Eimeriidae","","",7
"COI.0421.3Chk.Dn.1","Dinophyceae","","","","",2860
"COI.0421.3Chk.Dn.1","Florideophyceae","","","","",52
"COI.0421.3Chk.Dn.1","Florideophyceae","Batrachospermales","Batrachospermaceae","","",19
"COI.0421.3Chk.Dn.1","Gastropoda","Stylommatophora","Arionidae","Arion","Arion intermedius",3
"COI.0421.3Chk.Dn.1","Gastropoda","Stylommatophora","Arionidae","Arion","Arion rufus",4
"COI.0421.3Chk.Dn.1","Insecta","","","","",31
"COI.0421.3Chk.Dn.1","Insecta","Diptera","","","",6
"COI.0421.3Chk.Dn.1","Insecta","Diptera","Chironomidae","","",7
"COI.0421.3Chk.Dn.1","Insecta","Diptera","Simuliidae","","",32
"COI.0421.3Chk.Dn.1","Insecta","Ephemeroptera","","","",115
"COI.0421.3Chk.Dn.1","Insecta","Ephemeroptera","Ephemerellidae","","",4
"COI.0421.3Chk.Dn.1","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",21
"COI.0421.3Chk.Dn.1","Monogononta","Ploima","","","",5
"COI.0421.3Chk.Dn.1","Monogononta","Ploima","Synchaetidae","Synchaeta","",19
"COI.0421.3Chk.Dn.1","Oomycetes","","","","",256
"COI.0421.3Chk.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","",101
"COI.0421.3Chk.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",596
"COI.0421.3Chk.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",270
"COI.0421.3Chk.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora lacustris",29
"COI.0421.3Chk.Dn.1","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora pseudosyringae",6
"COI.0421.3Chk.Dn.1","Xanthophyceae","","","","",19
"COI.0421.3Chk.Dn.2","","","","","",18598
"COI.0421.3Chk.Dn.2","","Himatismenida","Cochliopodiidae","Cochliopodium","",28
"COI.0421.3Chk.Dn.2","Bacillariophyceae","","","","",47
"COI.0421.3Chk.Dn.2","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",55
"COI.0421.3Chk.Dn.2","Chlorophyceae","Chlamydomonadales","","","",66
"COI.0421.3Chk.Dn.2","Clitellata","","","","",12
"COI.0421.3Chk.Dn.2","Clitellata","Haplotaxida","","","",10
"COI.0421.3Chk.Dn.2","Clitellata","Haplotaxida","Enchytraeidae","","",8
"COI.0421.3Chk.Dn.2","Clitellata","Haplotaxida","Lumbricidae","Aporrectodea","",4
"COI.0421.3Chk.Dn.2","Clitellata","Haplotaxida","Lumbricidae","Dendrodrilus","Dendrodrilus rubidus",3
"COI.0421.3Chk.Dn.2","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","Lumbricus terrestris",4
"COI.0421.3Chk.Dn.2","Clitellata","Lumbriculida","Lumbriculidae","Lumbriculus","Lumbriculus variegatus",3
"COI.0421.3Chk.Dn.2","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",6
"COI.0421.3Chk.Dn.2","Collembola","","","","",9
"COI.0421.3Chk.Dn.2","Dinophyceae","","","","",705
"COI.0421.3Chk.Dn.2","Florideophyceae","","","","",25
"COI.0421.3Chk.Dn.2","Florideophyceae","Batrachospermales","Batrachospermaceae","","",2
"COI.0421.3Chk.Dn.2","Hydrozoa","Anthoathecata","Hydridae","Hydra","",7
"COI.0421.3Chk.Dn.2","Insecta","","","","",11
"COI.0421.3Chk.Dn.2","Insecta","Diptera","Chironomidae","","",7
"COI.0421.3Chk.Dn.2","Insecta","Ephemeroptera","","","",13
"COI.0421.3Chk.Dn.2","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys princeps",2
"COI.0421.3Chk.Dn.2","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",17
"COI.0421.3Chk.Dn.2","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","",6
"COI.0421.3Chk.Dn.2","Insecta","Trichoptera","Limnephilidae","Limnephilus","",2
"COI.0421.3Chk.Dn.2","Monogononta","Ploima","Synchaetidae","Synchaeta","",8
"COI.0421.3Chk.Dn.2","Oomycetes","","","","",96
"COI.0421.3Chk.Dn.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","",106
"COI.0421.3Chk.Dn.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",584
"COI.0421.3Chk.Dn.2","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",172
"COI.0421.3Chk.Dn.2","Oomycetes","Pythiales","Pythiaceae","Pythium","",6
"COI.0421.3Chk.Dn.3","","","","","",12210
"COI.0421.3Chk.Dn.3","","Himatismenida","Cochliopodiidae","Cochliopodium","",32
"COI.0421.3Chk.Dn.3","Bacillariophyceae","","","","",25
"COI.0421.3Chk.Dn.3","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",31
"COI.0421.3Chk.Dn.3","Chlorophyceae","Chlamydomonadales","","","",44
"COI.0421.3Chk.Dn.3","Clitellata","Haplotaxida","","","",12
"COI.0421.3Chk.Dn.3","Clitellata","Lumbriculida","Lumbriculidae","Stylodrilus","Stylodrilus heringianus",6
"COI.0421.3Chk.Dn.3","Dinophyceae","","","","",244
"COI.0421.3Chk.Dn.3","Florideophyceae","","","","",10
"COI.0421.3Chk.Dn.3","Insecta","","","","",14
"COI.0421.3Chk.Dn.3","Insecta","Ephemeroptera","","","",6
"COI.0421.3Chk.Dn.3","Insecta","Trichoptera","Hydropsychidae","Parapsyche","Parapsyche almota",6
"COI.0421.3Chk.Dn.3","Monogononta","Ploima","Lecanidae","Lecane","",3
"COI.0421.3Chk.Dn.3","Oomycetes","","","","",26
"COI.0421.3Chk.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","",39
"COI.0421.3Chk.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora",232
"COI.0421.3Chk.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides",135
"COI.0421.3Chk.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora lacustris",21
"COI.0421.3Chk.Dn.3","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora pseudosyringae",13
"COI.0421.3Chk.Up.1","","","","","",11425
"COI.0421.3Chk.Up.1","","Himatismenida","Cochliopodiidae","Cochliopodium","",17
"COI.0421.3Chk.Up.1","Actinopteri","Salmoniformes","Salmonidae","","",4
"COI.0421.3Chk.Up.1","Bacillariophyceae","","","","",36
"COI.0421.3Chk.Up.1","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","",27
"COI.0421.3Chk.Up.1","Chlorophyceae","Chlamydomonadales","","","",53
